0	1	608.9
1	2	388847597.8646
2	4	0.8071200000000001
2	6	0.11900000000000001
3	5	0.83879
3	6	0.178
3	8	0.00875
4	6	43724866425562.0
4	7	13.77
4	8	0.02146
4	10	0.0046500000000000005
5	7	0.02022
5	8	0.01716
5	9	0.01234
5	10	0.01018
5	12	0.005070000000000001
5	14	0.00292
6	8	179432681236.0
6	9	2.451
6	10	0.75
6	11	0.193
6	12	0.092
6	13	0.0463
6	14	0.016
6	16	0.0060999999999999995
7	9	7.13
7	10	4.171
7	11	0.619
7	12	0.336
7	13	0.136
7	14	0.0853
7	15	0.0209
7	16	0.0141
8	11	26.47
8	12	13.51
8	13	3.42
8	14	2.19
8	15	0.096
8	16	0.07200000000000001
9	11	11.0064
9	12	4.158
9	13	4.23
9	14	2.23
9	15	0.384
9	16	0.081
9	17	0.0086
9	18	0.0053
9	20	0.0033
10	13	37.148
10	14	202.79999999999998
10	15	0.602
10	16	0.196
10	17	0.0309
10	18	0.0187
10	19	0.014
10	20	0.0073
10	21	0.0034
10	22	0.0045000000000000005
10	24	0.00373
11	13	53848.08
11	14	58.9
11	15	1.07128
11	16	0.301
11	17	0.0346
11	18	0.0432
11	19	0.0448
11	20	0.017
11	21	0.0132
11	22	0.008199999999999999
11	23	0.0055
11	24	0.0024
11	26	0.00181
11	28	0.00132
12	15	566.1
12	16	75294.0
12	17	1.31
12	18	0.314
12	19	0.27
12	20	0.08040000000000001
12	21	0.0902
12	22	0.0449
12	23	0.011300000000000001
12	24	0.007200000000000001
12	25	0.0064
12	26	0.0031000000000000003
12	28	0.00485
13	15	134.898
13	16	393.59999999999997
13	17	3.61
13	18	0.644
13	19	0.0317
13	20	0.0415
13	21	0.05373
13	22	0.0384
13	23	0.09
13	24	0.0114
13	25	0.009000000000000001
13	26	0.00723
13	27	0.0057
13	28	0.0035
14	17	9434.400000000001
14	18	5153246015.8
14	19	6.17
14	20	2.77
14	21	0.78
14	22	0.503
14	23	0.14100000000000001
14	24	0.063
14	25	0.038700000000000005
14	26	0.0303
14	27	0.02
14	28	0.015
14	29	0.013000000000000001
14	30	0.0106
14	32	0.00434
15	17	1232668.8
15	18	2190240.0
15	19	12.43
15	20	47.3
15	21	5.6
15	22	2.31
15	23	0.64
15	24	0.20400000000000001
15	25	0.15
15	26	0.101
15	27	0.0485
15	28	0.0365
15	29	0.0182
15	30	0.024
15	31	0.00655
15	32	0.00547
15	34	0.00218
16	19	7547039.999999999
16	21	303.0
16	22	10218.0
16	23	11.5
16	24	8.8
16	25	2.6
16	26	1.016
16	27	0.265
16	28	0.1245
16	29	0.068
