# Note should start from #, non-zero upper value indicate varying variable, half-life is in second
# RI should be in the sequences of increasing Z and decreasing A for each isotropic row
#Name	Z	A	Half-life	Abs Error Half-life	lowerHL	upperHL	P1n	Abs Error P1n	lowerP1n	upperP1n	P2n	Abs Error P2n	lowerP2n	upperP2n	isomer ratio	isomer ratio err	lower isomer ratio	upper isomer ratio	Half-life	Abs Error Half-life	lowerHL	upperHL	P1n	Abs Error P1n	lowerP1n	upperP1n	P2n	Abs Error P2n	lowerP2n	upperP2n    Neu.Eff	Neu.Eff Err	lowerNeu.Eff	upperNeu.Eff
^{135}Sn	50	135	-0.516	0.005	0.1032	2.58	-21	3	0	200	-25	0	0	200	0.643324	0.0678383	0	1
^{135}Sb	51	135	1.668	0.01	0.3336	8.34	22.8	1.8	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{134}Sb	51	134	0.78	0.07	0.156	3.9	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{133}Sb	51	133	140.4	3	28.08	702	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{135}Te	52	135	19	0.2	3.8	95	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{134}Te	52	134	2508	48	501.6	12540	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{133}Te	52	133	750	18	150	3750	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{135}I	53	135	23688	108	4737.6	118440	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{134}I	53	134	3150	12	630	15750	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{133}I	53	133	74988	288	14997.6	374940	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{135}Xe	54	135	32904	72	6580.8	164520	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
^{133}Xe	54	133	453384	43.2	90676.8	2.26692e+06	0	0	0	200	0	0	0	200	0.643324	0.0678383	0	1
